Capacity,Power,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Elapsed Seconds
0,4500,122.5616,122.3366,122.45,122.3366,121.775,1701.47877789
0,4500,122.5616,122.3366,122.5616,122.3366,121.6616,1706.79922199
0,4500,122.5616,122.3366,122.5616,122.3366,121.775,1714.10924196
0,0,122.5616,122.3366,122.45,122.3366,121.775,1720.26897597
0,0,122.5616,122.45,122.45,122.45,121.775,1726.41967607
0,0,122.5616,122.45,122.45,122.45,121.775,1731.73950291
0,0,122.5616,122.45,122.45,122.45,121.775,1737.05909991
0,0,122.5616,122.45,122.45,122.45,121.775,1744.03936005
0,0,122.5616,122.45,122.45,122.45,121.775,1749.35993886
0,0,122.5616,122.3366,122.45,122.45,121.775,1754.85865188
0,0,122.5616,122.3366,122.45,122.45,121.775,1761.00880194
0,0,122.5616,122.3366,122.45,122.45,121.775,1766.32957006
0,0,122.5616,122.3366,122.45,122.45,121.775,1772.48005104
0,0,122.5616,122.3366,122.45,122.45,121.775,1779.45907497
0,0,122.675,122.3366,122.45,122.45,121.775,1784.77916789
0,0,122.5616,122.3366,122.45,122.45,121.775,1790.09908891
0,0,122.675,122.45,122.45,122.45,121.775,1796.40940595
0,0,122.675,122.45,122.45,122.3366,121.775,1803.38891792
0,0,122.5616,122.45,122.45,122.45,121.775,1810.37099886
0,0,122.5616,122.45,122.45,122.3366,121.775,1816.52266502
0,0,122.5616,122.45,122.45,122.3366,121.775,1821.84870505
0,0,122.5616,122.45,122.45,122.3366,121.775,1828.82985902
0,0,122.5616,122.45,122.45,122.3366,121.775,1834.97877789
0,0,122.5616,122.45,122.45,122.3366,121.775,1840.29965901
0,0,122.5616,122.45,122.45,122.3366,121.775,1846.45917988
0,0,122.5616,122.45,122.45,122.3366,121.6616,1852.61021304
0,0,122.5616,122.45,122.45,122.3366,121.775,1857.93918896
0,0,122.5616,122.45,122.45,122.3366,121.775,1863.25917602
0,0,122.5616,122.45,122.45,122.3366,121.6616,1868.57978892
0,0,122.5616,122.45,122.45,122.3366,121.775,1874.72920394
0,0,122.5616,122.45,122.45,122.3366,121.6616,1880.87874794
0,0,122.5616,122.45,122.45,122.3366,121.775,1886.28935885
